GeoFIPS,state,Region,year,value,Population,Personal Income (dollar)
16000,Idaho,Rocky Mountain,1943,$519.10,"499,000","$1,040.00"
16000,Idaho,Rocky Mountain,1944,$570.50,"514,000","$1,110.00"
16000,Idaho,Rocky Mountain,1945,$560.60,"490,000","$1,144.00"
16000,Idaho,Rocky Mountain,1946,$612.40,"509,000","$1,203.00"
16000,Idaho,Rocky Mountain,1947,$664.40,"522,000","$1,273.00"
16000,Idaho,Rocky Mountain,1948,$745.00,"551,000","$1,352.00"
16000,Idaho,Rocky Mountain,1949,$739.20,"570,000","$1,297.00"
16000,Idaho,Rocky Mountain,1950,$797.50,"590,000","$1,352.00"
16000,Idaho,Rocky Mountain,1951,$902.30,"589,000","$1,532.00"
16000,Idaho,Rocky Mountain,1952,$993.70,"587,000","$1,693.00"
16000,Idaho,Rocky Mountain,1953,$950.90,"596,000","$1,596.00"
16000,Idaho,Rocky Mountain,1954,$967.50,"600,000","$1,612.00"
16000,Idaho,Rocky Mountain,1955,"$1,020.30","618,000","$1,651.00"
16000,Idaho,Rocky Mountain,1956,"$1,125.50","628,000","$1,792.00"
16000,Idaho,Rocky Mountain,1957,"$1,192.50","642,000","$1,857.00"
16000,Idaho,Rocky Mountain,1958,"$1,215.80","646,000","$1,882.00"
16000,Idaho,Rocky Mountain,1959,"$1,286.90","657,000","$1,959.00"
16000,Idaho,Rocky Mountain,1960,"$1,316.10","671,000","$1,961.00"
16000,Idaho,Rocky Mountain,1961,"$1,391.90","684,000","$2,035.00"
16000,Idaho,Rocky Mountain,1962,"$1,487.90","692,000","$2,150.00"
16000,Idaho,Rocky Mountain,1963,"$1,523.00","683,000","$2,230.00"
16000,Idaho,Rocky Mountain,1964,"$1,574.80","680,000","$2,316.00"
16000,Idaho,Rocky Mountain,1965,"$1,793.80","686,000","$2,615.00"
16000,Idaho,Rocky Mountain,1966,"$1,817.30","689,000","$2,638.00"
16000,Idaho,Rocky Mountain,1967,"$1,931.80","688,000","$2,808.00"
16000,Idaho,Rocky Mountain,1968,"$2,065.10","695,000","$2,971.00"
16000,Idaho,Rocky Mountain,1969,"$2,391.00","707,000","$3,382.00"
16000,Idaho,Rocky Mountain,1970,"$2,647.70","717,255","$3,691.00"
16000,Idaho,Rocky Mountain,1971,"$2,894.20","738,749","$3,918.00"
16000,Idaho,Rocky Mountain,1972,"$3,304.30","763,229","$4,329.00"
16000,Idaho,Rocky Mountain,1973,"$3,820.50","782,061","$4,885.00"
16000,Idaho,Rocky Mountain,1974,"$4,497.40","807,973","$5,566.00"
16000,Idaho,Rocky Mountain,1975,"$4,866.70","831,981","$5,850.00"
16000,Idaho,Rocky Mountain,1976,"$5,436.20","856,979","$6,343.00"
16000,Idaho,Rocky Mountain,1977,"$5,942.30","883,446","$6,726.00"
16000,Idaho,Rocky Mountain,1978,"$6,829.90","910,962","$7,497.00"
16000,Idaho,Rocky Mountain,1979,"$7,467.50","932,636","$8,007.00"
16000,Idaho,Rocky Mountain,1980,"$8,395.90","947,983","$8,857.00"
16000,Idaho,Rocky Mountain,1981,"$9,233.90","962,204","$9,597.00"
16000,Idaho,Rocky Mountain,1982,"$9,694.10","973,719","$9,956.00"
16000,Idaho,Rocky Mountain,1983,"$10,599.70","981,866","$10,795.00"
16000,Idaho,Rocky Mountain,1984,"$11,280.40","990,841","$11,385.00"
16000,Idaho,Rocky Mountain,1985,"$11,923.40","994,052","$11,995.00"
16000,Idaho,Rocky Mountain,1986,"$12,165.60","990,222","$12,286.00"
16000,Idaho,Rocky Mountain,1987,"$12,674.40","984,997","$12,867.00"
16000,Idaho,Rocky Mountain,1988,"$13,748.00","985,661","$13,948.00"
16000,Idaho,Rocky Mountain,1989,"$15,124.50","994,422","$15,209.00"
16000,Idaho,Rocky Mountain,1990,"$16,343.30","1,012,384","$16,143.00"
16000,Idaho,Rocky Mountain,1991,"$17,199.20","1,041,316","$16,517.00"
16000,Idaho,Rocky Mountain,1992,"$18,881.90","1,071,685","$17,619.00"
16000,Idaho,Rocky Mountain,1993,"$20,689.50","1,108,768","$18,660.00"
16000,Idaho,Rocky Mountain,1994,"$22,134.20","1,145,140","$19,329.00"
16000,Idaho,Rocky Mountain,1995,"$23,788.60","1,177,322","$20,206.00"
16000,Idaho,Rocky Mountain,1996,"$25,263.80","1,203,083","$20,999.00"
16000,Idaho,Rocky Mountain,1997,"$26,370.00","1,228,520","$21,465.00"
16000,Idaho,Rocky Mountain,1998,"$28,498.10","1,252,330","$22,756.00"
16000,Idaho,Rocky Mountain,1999,"$30,180.10","1,275,674","$23,658.00"
16000,Idaho,Rocky Mountain,2000,"$32,667.00","1,299,430","$25,139.00"
16000,Idaho,Rocky Mountain,2001,"$34,059.40","1,319,962","$25,803.00"
16000,Idaho,Rocky Mountain,2002,"$35,213.90","1,340,372","$26,272.00"
16000,Idaho,Rocky Mountain,2003,"$36,454.90","1,363,380","$26,739.00"
16000,Idaho,Rocky Mountain,2004,"$39,386.70","1,391,802","$28,299.00"
16000,Idaho,Rocky Mountain,2005,"$41,724.70","1,428,241","$29,214.00"
16000,Idaho,Rocky Mountain,2006,"$45,887.70","1,468,669","$31,244.00"
16000,Idaho,Rocky Mountain,2007,"$48,853.50","1,505,105","$32,459.00"
16000,Idaho,Rocky Mountain,2008,"$50,157.40","1,534,320","$32,690.00"
16000,Idaho,Rocky Mountain,2009,"$48,498.80","1,554,439","$31,200.00"
16000,Idaho,Rocky Mountain,2010,"$50,201.90","1,571,339","$31,948.00"
16000,Idaho,Rocky Mountain,2011,"$53,076.50","1,586,880","$33,447.00"
16000,Idaho,Rocky Mountain,2012,"$55,719.80","1,600,611","$34,812.00"
16000,Idaho,Rocky Mountain,2013,"$57,790.60","1,618,841","$35,699.00"
16000,Idaho,Rocky Mountain,2014,"$60,897.00","1,641,124","$37,107.00"
16000,Idaho,Rocky Mountain,2015,"$64,564.30","1,663,458","$38,813.00"
16000,Idaho,Rocky Mountain,2016,"$67,294.10","1,697,093","$39,653.00"
16000,Idaho,Rocky Mountain,2017,"$71,472.60","1,734,888","$41,197.00"
16000,Idaho,Rocky Mountain,2018,"$76,529.60","1,769,305","$43,254.00"
16000,Idaho,Rocky Mountain,2019,"$82,967.70","1,808,378","$45,880.00"
16000,Idaho,Rocky Mountain,2020,"$91,960.10","1,849,328","$49,726.00"
16000,Idaho,Rocky Mountain,2021,"$105,916.00","1,904,855","$55,603.00"
16000,Idaho,Rocky Mountain,2022,"$110,891.10","1,942,951","$57,074.00"
16000,Idaho,Rocky Mountain,2023,"$116,692.40","1,970,497","$59,220.00"
16000,Idaho,Rocky Mountain,2024,"$124,746.70","2,000,872","$62,346.00"
16000,Idaho,Rocky Mountain,2025,"$131,619.90","2,029,733","$64,846.00"
17000,Illinois,Great Lakes,1929,"$7,229.80","7,606,000",$951.00
17000,Illinois,Great Lakes,1930,"$6,190.90","7,644,000",$810.00
17000,Illinois,Great Lakes,1931,"$5,171.80","7,687,000",$673.00
17000,Illinois,Great Lakes,1932,"$3,783.00","7,736,000",$489.00
17000,Illinois,Great Lakes,1933,"$3,422.70","7,768,000",$441.00
17000,Illinois,Great Lakes,1934,"$3,949.20","7,772,000",$508.00
17000,Illinois,Great Lakes,1935,"$4,494.90","7,797,000",$576.00
17000,Illinois,Great Lakes,1936,"$5,127.60","7,840,000",$654.00
17000,Illinois,Great Lakes,1937,"$5,764.70","7,857,000",$734.00
17000,Illinois,Great Lakes,1938,"$5,130.70","7,866,000",$652.00
17000,Illinois,Great Lakes,1939,"$5,599.00","7,890,000",$710.00
17000,Illinois,Great Lakes,1940,"$5,990.90","7,905,000",$758.00
17000,Illinois,Great Lakes,1941,"$7,200.90","7,995,000",$901.00
17000,Illinois,Great Lakes,1942,"$8,445.10","8,054,000","$1,049.00"
17000,Illinois,Great Lakes,1943,"$9,923.50","7,765,000","$1,278.00"
17000,Illinois,Great Lakes,1944,"$10,842.50","7,718,000","$1,405.00"
17000,Illinois,Great Lakes,1945,"$11,327.70","7,612,000","$1,488.00"
17000,Illinois,Great Lakes,1946,"$12,653.10","8,164,000","$1,550.00"
17000,Illinois,Great Lakes,1947,"$13,776.20","8,344,000","$1,651.00"
17000,Illinois,Great Lakes,1948,"$15,540.30","8,552,000","$1,817.00"
17000,Illinois,Great Lakes,1949,"$14,654.60","8,670,000","$1,690.00"
17000,Illinois,Great Lakes,1950,"$16,097.00","8,738,000","$1,842.00"
17000,Illinois,Great Lakes,1951,"$17,938.60","8,790,000","$2,041.00"
17000,Illinois,Great Lakes,1952,"$18,859.60","8,956,000","$2,106.00"
17000,Illinois,Great Lakes,1953,"$20,149.70","9,065,000","$2,223.00"
17000,Illinois,Great Lakes,1954,"$20,293.00","9,252,000","$2,193.00"
17000,Illinois,Great Lakes,1955,"$21,584.80","9,435,000","$2,288.00"
17000,Illinois,Great Lakes,1956,"$23,564.10","9,530,000","$2,473.00"
17000,Illinois,Great Lakes,1957,"$24,576.00","9,668,000","$2,542.00"
17000,Illinois,Great Lakes,1958,"$24,822.70","9,886,000","$2,511.00"
17000,Illinois,Great Lakes,1959,"$26,350.30","9,986,000","$2,639.00"
17000,Illinois,Great Lakes,1960,"$27,209.60","10,086,000","$2,698.00"
17000,Illinois,Great Lakes,1961,"$28,282.10","10,130,000","$2,792.00"
17000,Illinois,Great Lakes,1962,"$29,885.20","10,280,000","$2,907.00"
17000,Illinois,Great Lakes,1963,"$31,095.60","10,402,000","$2,989.00"
17000,Illinois,Great Lakes,1964,"$33,241.20","10,580,000","$3,142.00"
17000,Illinois,Great Lakes,1965,"$36,068.10","10,693,000","$3,373.00"
17000,Illinois,Great Lakes,1966,"$39,098.50","10,836,000","$3,608.00"
17000,Illinois,Great Lakes,1967,"$41,606.10","10,947,000","$3,801.00"
17000,Illinois,Great Lakes,1968,"$44,581.80","10,995,000","$4,055.00"
17000,Illinois,Great Lakes,1969,"$48,484.50","11,039,000","$4,392.00"
17000,Illinois,Great Lakes,1970,"$51,524.30","11,124,681","$4,632.00"
17000,Illinois,Great Lakes,1971,"$55,317.40","11,205,816","$4,936.00"
17000,Illinois,Great Lakes,1972,"$60,029.90","11,258,111","$5,332.00"
17000,Illinois,Great Lakes,1973,"$66,967.70","11,260,248","$5,947.00"
17000,Illinois,Great Lakes,1974,"$73,216.40","11,273,745","$6,494.00"
17000,Illinois,Great Lakes,1975,"$79,866.30","11,306,351","$7,064.00"
17000,Illinois,Great Lakes,1976,"$86,832.30","11,360,274","$7,644.00"
17000,Illinois,Great Lakes,1977,"$95,459.70","11,406,312","$8,369.00"
17000,Illinois,Great Lakes,1978,"$105,341.70","11,434,421","$9,213.00"
17000,Illinois,Great Lakes,1979,"$115,574.10","11,422,782","$10,118.00"
17000,Illinois,Great Lakes,1980,"$125,258.20","11,434,702","$10,954.00"
17000,Illinois,Great Lakes,1981,"$138,770.50","11,443,461","$12,127.00"
17000,Illinois,Great Lakes,1982,"$146,908.40","11,423,413","$12,860.00"
17000,Illinois,Great Lakes,1983,"$153,072.80","11,408,817","$13,417.00"
17000,Illinois,Great Lakes,1984,"$168,502.70","11,412,128","$14,765.00"
17000,Illinois,Great Lakes,1985,"$177,117.00","11,399,803","$15,537.00"
17000,Illinois,Great Lakes,1986,"$186,323.00","11,387,256","$16,362.00"
17000,Illinois,Great Lakes,1987,"$196,407.50","11,391,176","$17,242.00"
17000,Illinois,Great Lakes,1988,"$212,484.80","11,390,186","$18,655.00"
17000,Illinois,Great Lakes,1989,"$226,699.90","11,409,782","$19,869.00"
17000,Illinois,Great Lakes,1990,"$240,791.70","11,453,316","$21,024.00"
17000,Illinois,Great Lakes,1991,"$246,145.70","11,568,964","$21,276.00"
17000,Illinois,Great Lakes,1992,"$265,620.00","11,694,184","$22,714.00"
17000,Illinois,Great Lakes,1993,"$275,147.90","11,809,579","$23,299.00"
17000,Illinois,Great Lakes,1994,"$289,797.80","11,912,585","$24,327.00"
17000,Illinois,Great Lakes,1995,"$307,441.80","12,008,437","$25,602.00"
17000,Illinois,Great Lakes,1996,"$326,997.90","12,101,997","$27,020.00"
17000,Illinois,Great Lakes,1997,"$345,582.20","12,185,715","$28,360.00"
17000,Illinois,Great Lakes,1998,"$366,594.10","12,271,847","$29,873.00"
17000,Illinois,Great Lakes,1999,"$382,605.30","12,359,020","$30,958.00"
17000,Illinois,Great Lakes,2000,"$411,220.90","12,434,161","$33,072.00"
17000,Illinois,Great Lakes,2001,"$427,182.40","12,488,445","$34,206.00"
17000,Illinois,Great Lakes,2002,"$432,381.60","12,525,556","$34,520.00"
17000,Illinois,Great Lakes,2003,"$440,480.10","12,556,006","$35,081.00"
17000,Illinois,Great Lakes,2004,"$457,834.30","12,589,773","$36,366.00"
17000,Illinois,Great Lakes,2005,"$475,646.20","12,609,903","$37,720.00"
17000,Illinois,Great Lakes,2006,"$506,021.60","12,643,955","$40,021.00"
17000,Illinois,Great Lakes,2007,"$535,102.60","12,695,866","$42,148.00"
17000,Illinois,Great Lakes,2008,"$551,159.70","12,747,038","$43,238.00"
17000,Illinois,Great Lakes,2009,"$525,793.90","12,796,778","$41,088.00"
17000,Illinois,Great Lakes,2010,"$540,880.90","12,845,460","$42,107.00"
17000,Illinois,Great Lakes,2011,"$568,230.30","12,892,409","$44,075.00"
17000,Illinois,Great Lakes,2012,"$593,814.20","12,927,420","$45,934.00"
17000,Illinois,Great Lakes,2013,"$605,681.60","12,959,880","$46,735.00"
17000,Illinois,Great Lakes,2014,"$629,465.00","12,968,905","$48,536.00"
17000,Illinois,Great Lakes,2015,"$657,080.20","12,963,110","$50,688.00"
17000,Illinois,Great Lakes,2016,"$664,686.80","12,944,999","$51,347.00"
17000,Illinois,Great Lakes,2017,"$685,632.70","12,922,894","$53,056.00"
17000,Illinois,Great Lakes,2018,"$722,686.60","12,887,397","$56,077.00"
17000,Illinois,Great Lakes,2019,"$741,904.70","12,849,440","$57,738.00"
17000,Illinois,Great Lakes,2020,"$788,153.30","12,795,348","$61,597.00"
17000,Illinois,Great Lakes,2021,"$849,243.10","12,703,354","$66,852.00"
17000,Illinois,Great Lakes,2022,"$858,844.40","12,609,577","$68,110.00"
17000,Illinois,Great Lakes,2023,"$907,225.70","12,633,389","$71,812.00"
17000,Illinois,Great Lakes,2024,"$947,182.80","12,703,033","$74,564.00"
17000,Illinois,Great Lakes,2025,"$989,192.40","12,719,141","$77,772.00"
18000,Indiana,Great Lakes,1929,"$1,950.40","3,226,000",$605.00
18000,Indiana,Great Lakes,1930,"$1,660.60","3,242,000",$512.00
18000,Indiana,Great Lakes,1931,"$1,415.90","3,257,000",$435.00
18000,Indiana,Great Lakes,1932,"$1,012.00","3,281,000",$308.00
18000,Indiana,Great Lakes,1933,$971.00,"3,304,000",$294.00
18000,Indiana,Great Lakes,1934,"$1,186.30","3,319,000",$357.00
18000,Indiana,Great Lakes,1935,"$1,397.60","3,332,000",$419.00
18000,Indiana,Great Lakes,1936,"$1,610.80","3,348,000",$481.00
18000,Indiana,Great Lakes,1937,"$1,842.50","3,374,000",$546.00
18000,Indiana,Great Lakes,1938,"$1,598.20","3,386,000",$472.00
18000,Indiana,Great Lakes,1939,"$1,764.10","3,403,000",$518.00
18000,Indiana,Great Lakes,1940,"$1,896.50","3,433,000",$552.00
18000,Indiana,Great Lakes,1941,"$2,527.60","3,481,000",$726.00
18000,Indiana,Great Lakes,1942,"$3,229.80","3,516,000",$919.00
18000,Indiana,Great Lakes,1943,"$3,961.40","3,444,000","$1,150.00"
18000,Indiana,Great Lakes,1944,"$4,151.90","3,435,000","$1,209.00"
18000,Indiana,Great Lakes,1945,"$4,329.20","3,423,000","$1,265.00"
18000,Indiana,Great Lakes,1946,"$4,485.20","3,703,000","$1,211.00"
18000,Indiana,Great Lakes,1947,"$4,972.30","3,779,000","$1,316.00"
18000,Indiana,Great Lakes,1948,"$5,615.70","3,877,000","$1,448.00"
18000,Indiana,Great Lakes,1949,"$5,372.20","3,958,000","$1,357.00"
18000,Indiana,Great Lakes,1950,"$6,049.30","3,967,000","$1,525.00"
18000,Indiana,Great Lakes,1951,"$7,042.70","4,096,000","$1,719.00"
18000,Indiana,Great Lakes,1952,"$7,409.10","4,148,000","$1,786.00"
18000,Indiana,Great Lakes,1953,"$8,162.90","4,182,000","$1,952.00"
18000,Indiana,Great Lakes,1954,"$7,716.80","4,264,000","$1,810.00"
18000,Indiana,Great Lakes,1955,"$8,323.80","4,363,000","$1,908.00"
18000,Indiana,Great Lakes,1956,"$8,965.10","4,458,000","$2,011.00"
18000,Indiana,Great Lakes,1957,"$9,265.60","4,529,000","$2,046.00"
18000,Indiana,Great Lakes,1958,"$9,272.10","4,583,000","$2,023.00"
18000,Indiana,Great Lakes,1959,"$9,874.60","4,613,000","$2,141.00"
18000,Indiana,Great Lakes,1960,"$10,390.30","4,674,000","$2,223.00"
18000,Indiana,Great Lakes,1961,"$10,707.10","4,730,000","$2,264.00"
18000,Indiana,Great Lakes,1962,"$11,464.20","4,736,000","$2,421.00"
18000,Indiana,Great Lakes,1963,"$12,042.80","4,799,000","$2,509.00"
18000,Indiana,Great Lakes,1964,"$12,816.90","4,856,000","$2,639.00"
18000,Indiana,Great Lakes,1965,"$14,162.10","4,922,000","$2,877.00"
18000,Indiana,Great Lakes,1966,"$15,287.60","4,999,000","$3,058.00"
18000,Indiana,Great Lakes,1967,"$16,017.20","5,053,000","$3,170.00"
18000,Indiana,Great Lakes,1968,"$17,412.50","5,093,000","$3,419.00"
18000,Indiana,Great Lakes,1969,"$19,238.30","5,143,000","$3,741.00"
18000,Indiana,Great Lakes,1970,"$20,028.70","5,203,700","$3,849.00"
18000,Indiana,Great Lakes,1971,"$21,793.70","5,249,921","$4,151.00"
18000,Indiana,Great Lakes,1972,"$23,846.50","5,296,129","$4,503.00"
18000,Indiana,Great Lakes,1973,"$27,368.40","5,329,122","$5,136.00"
18000,Indiana,Great Lakes,1974,"$29,274.30","5,349,886","$5,472.00"
18000,Indiana,Great Lakes,1975,"$31,607.50","5,351,080","$5,907.00"
18000,Indiana,Great Lakes,1976,"$35,131.60","5,371,552","$6,540.00"
18000,Indiana,Great Lakes,1977,"$38,900.90","5,405,075","$7,197.00"
18000,Indiana,Great Lakes,1978,"$43,398.40","5,446,403","$7,968.00"
18000,Indiana,Great Lakes,1979,"$47,804.30","5,474,909","$8,732.00"
18000,Indiana,Great Lakes,1980,"$51,434.60","5,490,721","$9,368.00"
18000,Indiana,Great Lakes,1981,"$56,385.00","5,480,440","$10,288.00"
18000,Indiana,Great Lakes,1982,"$58,406.00","5,467,918","$10,682.00"
18000,Indiana,Great Lakes,1983,"$61,292.80","5,450,396","$11,246.00"
18000,Indiana,Great Lakes,1984,"$67,944.40","5,458,322","$12,448.00"
18000,Indiana,Great Lakes,1985,"$71,781.80","5,459,214","$13,149.00"
18000,Indiana,Great Lakes,1986,"$75,602.90","5,454,103","$13,862.00"
18000,Indiana,Great Lakes,1987,"$79,994.10","5,473,023","$14,616.00"
18000,Indiana,Great Lakes,1988,"$85,855.20","5,491,733","$15,634.00"
18000,Indiana,Great Lakes,1989,"$93,483.70","5,523,679","$16,924.00"
18000,Indiana,Great Lakes,1990,"$98,724.60","5,557,798","$17,763.00"
18000,Indiana,Great Lakes,1991,"$101,844.80","5,616,388","$18,134.00"
18000,Indiana,Great Lakes,1992,"$110,062.50","5,674,547","$19,396.00"
18000,Indiana,Great Lakes,1993,"$115,996.30","5,739,019","$20,212.00"
18000,Indiana,Great Lakes,1994,"$123,234.30","5,793,526","$21,271.00"
18000,Indiana,Great Lakes,1995,"$128,816.70","5,851,459","$22,014.00"
18000,Indiana,Great Lakes,1996,"$136,090.90","5,906,013","$23,043.00"
18000,Indiana,Great Lakes,1997,"$143,320.10","5,955,267","$24,066.00"
18000,Indiana,Great Lakes,1998,"$154,521.80","5,998,880","$25,758.00"
18000,Indiana,Great Lakes,1999,"$160,465.80","6,044,969","$26,545.00"
18000,Indiana,Great Lakes,2000,"$171,032.10","6,091,866","$28,075.00"
18000,Indiana,Great Lakes,2001,"$175,229.80","6,127,760","$28,596.00"
18000,Indiana,Great Lakes,2002,"$177,918.80","6,155,967","$28,902.00"
18000,Indiana,Great Lakes,2003,"$182,458.00","6,196,638","$29,445.00"
18000,Indiana,Great Lakes,2004,"$191,088.30","6,233,007","$30,657.00"
18000,Indiana,Great Lakes,2005,"$196,999.00","6,278,616","$31,376.00"
18000,Indiana,Great Lakes,2006,"$208,373.70","6,332,669","$32,905.00"
18000,Indiana,Great Lakes,2007,"$215,919.90","6,379,599","$33,845.00"
18000,Indiana,Great Lakes,2008,"$226,602.30","6,424,806","$35,270.00"
18000,Indiana,Great Lakes,2009,"$220,908.70","6,459,325","$34,200.00"
18000,Indiana,Great Lakes,2010,"$231,025.60","6,491,385","$35,590.00"
18000,Indiana,Great Lakes,2011,"$245,731.20","6,521,409","$37,681.00"
18000,Indiana,Great Lakes,2012,"$256,284.70","6,546,485","$39,148.00"
18000,Indiana,Great Lakes,2013,"$259,534.80","6,581,401","$39,435.00"
18000,Indiana,Great Lakes,2014,"$269,159.10","6,610,174","$40,719.00"
18000,Indiana,Great Lakes,2015,"$279,385.70","6,628,925","$42,146.00"
18000,Indiana,Great Lakes,2016,"$287,275.20","6,658,719","$43,143.00"
18000,Indiana,Great Lakes,2017,"$297,990.50","6,686,218","$44,568.00"
18000,Indiana,Great Lakes,2018,"$313,127.20","6,725,960","$46,555.00"
18000,Indiana,Great Lakes,2019,"$326,391.40","6,761,818","$48,270.00"
18000,Indiana,Great Lakes,2020,"$351,576.30","6,790,290","$51,776.00"
18000,Indiana,Great Lakes,2021,"$391,059.00","6,814,223","$57,389.00"
18000,Indiana,Great Lakes,2022,"$401,573.60","6,841,491","$58,697.00"
18000,Indiana,Great Lakes,2023,"$422,345.30","6,881,373","$61,375.00"
18000,Indiana,Great Lakes,2024,"$443,688.80","6,934,754","$63,980.00"
18000,Indiana,Great Lakes,2025,"$462,278.60","6,973,333","$66,292.00"
19000,Iowa,Plains,1929,"$1,404.00","2,460,000",$571.00
19000,Iowa,Plains,1930,"$1,239.10","2,475,000",$501.00
19000,Iowa,Plains,1931,$983.40,"2,482,000",$396.00
19000,Iowa,Plains,1932,$728.90,"2,489,000",$293.00
19000,Iowa,Plains,1933,$629.60,"2,495,000",$252.00
19000,Iowa,Plains,1934,$680.80,"2,510,000",$271.00
19000,Iowa,Plains,1935,"$1,054.60","2,524,000",$418.00
19000,Iowa,Plains,1936,$981.20,"2,509,000",$391.00
19000,Iowa,Plains,1937,"$1,282.60","2,498,000",$513.00
19000,Iowa,Plains,1938,"$1,124.00","2,494,000",$451.00
19000,Iowa,Plains,1939,"$1,180.30","2,520,000",$468.00
19000,Iowa,Plains,1940,"$1,253.60","2,537,000",$494.00
19000,Iowa,Plains,1941,"$1,502.50","2,491,000",$603.00
19000,Iowa,Plains,1942,"$2,022.50","2,441,000",$829.00
19000,Iowa,Plains,1943,"$2,387.30","2,332,000","$1,024.00"
19000,Iowa,Plains,1944,"$2,303.50","2,294,000","$1,004.00"
19000,Iowa,Plains,1945,"$2,521.50","2,301,000","$1,096.00"
19000,Iowa,Plains,1946,"$3,053.20","2,467,000","$1,238.00"
19000,Iowa,Plains,1947,"$3,039.20","2,509,000","$1,211.00"
19000,Iowa,Plains,1948,"$4,122.70","2,543,000","$1,621.00"
19000,Iowa,Plains,1949,"$3,510.70","2,578,000","$1,362.00"
19000,Iowa,Plains,1950,"$4,039.10","2,625,000","$1,539.00"
19000,Iowa,Plains,1951,"$4,311.30","2,617,000","$1,647.00"
19000,Iowa,Plains,1952,"$4,576.20","2,626,000","$1,743.00"
19000,Iowa,Plains,1953,"$4,406.30","2,629,000","$1,676.00"
19000,Iowa,Plains,1954,"$4,765.60","2,626,000","$1,815.00"
19000,Iowa,Plains,1955,"$4,542.50","2,679,000","$1,696.00"
19000,Iowa,Plains,1956,"$4,821.00","2,703,000","$1,784.00"
19000,Iowa,Plains,1957,"$5,347.60","2,716,000","$1,969.00"
19000,Iowa,Plains,1958,"$5,463.30","2,708,000","$2,017.00"
19000,Iowa,Plains,1959,"$5,602.30","2,729,000","$2,053.00"
19000,Iowa,Plains,1960,"$5,745.10","2,756,000","$2,085.00"
19000,Iowa,Plains,1961,"$6,083.80","2,756,000","$2,207.00"
19000,Iowa,Plains,1962,"$6,344.50","2,750,000","$2,307.00"
19000,Iowa,Plains,1963,"$6,744.20","2,747,000","$2,455.00"
19000,Iowa,Plains,1964,"$7,059.40","2,746,000","$2,571.00"
19000,Iowa,Plains,1965,"$7,818.40","2,742,000","$2,851.00"
19000,Iowa,Plains,1966,"$8,513.10","2,762,000","$3,082.00"
19000,Iowa,Plains,1967,"$8,671.50","2,793,000","$3,105.00"
19000,Iowa,Plains,1968,"$9,347.10","2,803,000","$3,335.00"
19000,Iowa,Plains,1969,"$10,374.00","2,805,000","$3,698.00"
19000,Iowa,Plains,1970,"$11,095.00","2,828,534","$3,923.00"
19000,Iowa,Plains,1971,"$11,641.60","2,851,828","$4,082.00"
19000,Iowa,Plains,1972,"$13,040.10","2,860,506","$4,559.00"
19000,Iowa,Plains,1973,"$15,654.80","2,864,031","$5,466.00"
19000,Iowa,Plains,1974,"$16,225.00","2,867,941","$5,657.00"
19000,Iowa,Plains,1975,"$18,133.70","2,881,425","$6,293.00"
19000,Iowa,Plains,1976,"$19,280.30","2,903,770","$6,640.00"
19000,Iowa,Plains,1977,"$21,275.30","2,914,308","$7,300.00"
19000,Iowa,Plains,1978,"$24,537.20","2,919,008","$8,406.00"
19000,Iowa,Plains,1979,"$26,300.00","2,916,803","$9,017.00"
19000,Iowa,Plains,1980,"$28,010.10","2,914,018","$9,612.00"
19000,Iowa,Plains,1981,"$31,683.50","2,907,985","$10,895.00"
19000,Iowa,Plains,1982,"$32,545.00","2,888,190","$11,268.00"
19000,Iowa,Plains,1983,"$33,176.10","2,870,547","$11,557.00"
19000,Iowa,Plains,1984,"$36,915.90","2,858,615","$12,914.00"
19000,Iowa,Plains,1985,"$38,212.60","2,829,684","$13,504.00"
19000,Iowa,Plains,1986,"$39,474.40","2,791,969","$14,139.00"
19000,Iowa,Plains,1987,"$41,225.10","2,767,006","$14,899.00"
19000,Iowa,Plains,1988,"$42,726.70","2,768,393","$15,434.00"
19000,Iowa,Plains,1989,"$46,504.20","2,770,590","$16,785.00"
19000,Iowa,Plains,1990,"$49,020.20","2,781,018","$17,627.00"
19000,Iowa,Plains,1991,"$50,210.90","2,797,613","$17,948.00"
19000,Iowa,Plains,1992,"$53,763.20","2,818,401","$19,076.00"
19000,Iowa,Plains,1993,"$54,005.60","2,836,972","$19,036.00"
19000,Iowa,Plains,1994,"$58,888.90","2,850,746","$20,657.00"
19000,Iowa,Plains,1995,"$61,256.40","2,867,373","$21,363.00"
19000,Iowa,Plains,1996,"$66,724.70","2,880,000","$23,168.00"
19000,Iowa,Plains,1997,"$69,908.20","2,891,119","$24,180.00"
19000,Iowa,Plains,1998,"$73,147.50","2,902,872","$25,198.00"
19000,Iowa,Plains,1999,"$74,998.70","2,917,634","$25,705.00"
19000,Iowa,Plains,2000,"$80,082.60","2,929,067","$27,341.00"
19000,Iowa,Plains,2001,"$82,519.70","2,931,997","$28,145.00"
19000,Iowa,Plains,2002,"$84,518.20","2,934,234","$28,804.00"
19000,Iowa,Plains,2003,"$86,330.60","2,941,999","$29,344.00"
19000,Iowa,Plains,2004,"$93,377.90","2,953,635","$31,615.00"
19000,Iowa,Plains,2005,"$96,080.00","2,964,454","$32,411.00"
19000,Iowa,Plains,2006,"$101,998.60","2,982,644","$34,197.00"
19000,Iowa,Plains,2007,"$109,069.00","2,999,212","$36,366.00"
19000,Iowa,Plains,2008,"$116,112.80","3,016,734","$38,490.00"
