category,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
      Imputed rental of owner-occupied nonfarm housing\4\,5868.0,5552.0,5101.0,4416.0,3844.0,3643.0,3646.0,3759.0,3950.0,4104.0,4179.0,4310.0,4706.0,5192.0,5588.0,6060.0,6496.0,7356.0,8456.0,9731.0,10968.0,12391.0,14089.0,15901.0,17899.0,19724.0,21407.0,23233.0,25036.0,26953.0,29047.0,31273.0,33285.0,35714.0,37787.0,39991.0,42668.0,45338.0,48329.0,51883.0,56627.0,61300.0,67344.0,73716.0,80980.0,89677.0,98778.0,108670.0,121336.0,138123.0,156871.0,178387.0,200995.0,218426.0,235901.0,257440.0,280603.0,305241.0,329147.0,357477.0,384442.0,412808.0,436345.0,462602.0,488510.0,523673.0,559360.0,592870.0,629509.0,674320.0,718919.0,768887.0,829184.0,867061.0,908151.0,959299.0,1029105.0,1089174.0,1153082.0,1226944.0,1244066.0,1267588.0,1284022.0,1301743.0,1343862.0,1372186.0,1411219.0,1470707.0,1533227.0,1593604.0,1665418.0,1770647.0,1869405.0,2028710.0,2221430.0,2374185.0
      Rental value of farm dwellings,913.0,865.0,775.0,664.0,614.0,640.0,683.0,693.0,733.0,745.0,741.0,744.0,767.0,821.0,879.0,955.0,1052.0,1303.0,1447.0,1505.0,1408.0,1464.0,1607.0,1736.0,1765.0,1711.0,1741.0,1734.0,1787.0,1861.0,2031.0,2098.0,2202.0,2258.0,2360.0,2443.0,2481.0,2599.0,2747.0,2838.0,3046.0,3268.0,3475.0,3713.0,3784.0,3961.0,3998.0,4115.0,4369.0,4684.0,4924.0,5170.0,5345.0,5148.0,5171.0,5201.0,5114.0,4983.0,5041.0,5474.0,5907.0,6341.0,6774.0,7207.0,8067.0,9021.0,9404.0,9759.0,9636.0,10023.0,10591.0,12746.0,13142.0,13173.0,13251.0,15435.0,17145.0,17714.0,18257.0,18377.0,18057.0,18037.0,19169.0,19439.0,19021.0,19422.0,20123.0,19457.0,20550.0,21540.0,21764.0,22016.0,22906.0,25297.0,27171.0,29170.0
      Group housing,95.0,90.0,81.0,67.0,59.0,63.0,68.0,76.0,83.0,85.0,88.0,92.0,100.0,103.0,123.0,135.0,150.0,166.0,218.0,209.0,206.0,214.0,237.0,255.0,275.0,292.0,311.0,336.0,370.0,373.0,344.0,326.0,318.0,294.0,277.0,296.0,322.0,336.0,400.0,427.0,492.0,510.0,511.0,510.0,530.0,590.0,661.0,680.0,632.0,571.0,555.0,526.0,512.0,529.0,460.0,493.0,476.0,447.0,447.0,505.0,568.0,640.0,694.0,625.0,668.0,674.0,721.0,795.0,803.0,870.0,902.0,928.0,929.0,877.0,940.0,967.0,998.0,1078.0,1207.0,1280.0,1346.0,1385.0,1520.0,1771.0,1973.0,2236.0,2229.0,2261.0,2401.0,2577.0,2665.0,2453.0,2573.0,2928.0,3224.0,3290.0
    Household utilities and fuels,3051.0,3065.0,2851.0,2621.0,2566.0,2734.0,2797.0,2984.0,3047.0,2976.0,3133.0,3396.0,3587.0,3880.0,4084.0,4247.0,4513.0,5029.0,5787.0,6609.0,6530.0,7303.0,7893.0,8296.0,8739.0,9368.0,10222.0,10957.0,11635.0,12316.0,12903.0,13549.0,14060.0,14814.0,15709.0,16471.0,17372.0,18339.0,19254.0,20089.0,21283.0,22746.0,24753.0,27442.0,30690.0,36253.0,42424.0,48596.0,55336.0,61135.0,69522.0,81111.0,89646.0,98713.0,107374.0,113460.0,119313.0,117595.0,121072.0,128562.0,135854.0,138678.0,146029.0,148798.0,160919.0,166622.0,170602.0,181263.0,183860.0,182873.0,186909.0,203975.0,217484.0,214536.0,234410.0,246191.0,273473.0,289926.0,303810.0,326104.0,313470.0,324460.0,327278.0,316443.0,333344.0,350495.0,338447.0,334267.0,348399.0,376137.0,374997.0,375824.0,402993.0,468017.0,462773.0,482922.0
      Water supply and sanitation,285.0,303.0,303.0,284.0,274.0,306.0,316.0,331.0,336.0,332.0,348.0,364.0,373.0,389.0,396.0,412.0,425.0,463.0,499.0,532.0,558.0,606.0,651.0,723.0,783.0,838.0,921.0,983.0,1051.0,1072.0,1214.0,1375.0,1478.0,1615.0,1821.0,1929.0,2062.0,2161.0,2225.0,2416.0,2758.0,3162.0,3559.0,4011.0,4438.0,4920.0,5460.0,6005.0,6669.0,7531.0,8409.0,9398.0,10476.0,11657.0,13107.0,14938.0,16978.0,19078.0,21074.0,22881.0,25260.0,27149.0,28819.0,30294.0,33498.0,36733.0,39337.0,42069.0,44058.0,46214.0,48740.0,50440.0,52379.0,54609.0,56608.0,58735.0,61266.0,65491.0,68003.0,72369.0,75025.0,78477.0,81395.0,84699.0,87561.0,90555.0,91459.0,95070.0,101012.0,105792.0,109807.0,113667.0,118173.0,123431.0,131478.0,139619.0
"      Electricity, gas, and other fuels",2766.0,2762.0,2548.0,2337.0,2292.0,2428.0,2481.0,2653.0,2711.0,2644.0,2785.0,3032.0,3214.0,3491.0,3688.0,3835.0,4088.0,4566.0,5288.0,6077.0,5972.0,6697.0,7242.0,7573.0,7956.0,8530.0,9301.0,9974.0,10584.0,11244.0,11689.0,12174.0,12582.0,13199.0,13888.0,14542.0,15310.0,16178.0,17029.0,17673.0,18525.0,19584.0,21194.0,23431.0,26252.0,31333.0,36964.0,42591.0,48667.0,53604.0,61113.0,71713.0,79170.0,87056.0,94267.0,98522.0,102335.0,98517.0,99998.0,105681.0,110594.0,111528.0,117210.0,118504.0,127421.0,129889.0,131265.0,139194.0,139802.0,136658.0,138169.0,153535.0,165105.0,159928.0,177802.0,187457.0,212207.0,224435.0,235807.0,253735.0,238445.0,245982.0,245882.0,231745.0,245783.0,259939.0,246988.0,239197.0,247387.0,270344.0,265190.0,262157.0,284821.0,344586.0,331295.0,343303.0
        Electricity,616.0,660.0,674.0,662.0,645.0,671.0,697.0,726.0,766.0,810.0,849.0,910.0,965.0,1017.0,1045.0,1125.0,1194.0,1328.0,1473.0,1668.0,1879.0,2138.0,2395.0,2652.0,2932.0,3213.0,3496.0,3802.0,4097.0,4381.0,4714.0,5061.0,5327.0,5678.0,5950.0,6294.0,6607.0,7043.0,7527.0,8093.0,8772.0,9604.0,10622.0,11803.0,13303.0,16101.0,19388.0,21633.0,25174.0,28042.0,30741.0,37187.0,42472.0,47018.0,51576.0,55321.0,59254.0,60621.0,63253.0,66834.0,69681.0,71809.0,76636.0,76774.0,82749.0,84505.0,87581.0,90491.0,90704.0,93408.0,93578.0,98359.0,103368.0,107106.0,111476.0,115754.0,128524.0,140654.0,148295.0,155489.0,157031.0,166757.0,166686.0,163246.0,169103.0,176141.0,177579.0,177025.0,177661.0,190685.0,187309.0,191628.0,200724.0,232893.0,236748.0,253432.0
        Natural gas,557.0,575.0,568.0,548.0,506.0,506.0,515.0,529.0,541.0,535.0,551.0,588.0,591.0,641.0,667.0,686.0,726.0,778.0,893.0,996.0,1067.0,1217.0,1378.0,1502.0,1622.0,1833.0,2063.0,2296.0,2442.0,2725.0,2967.0,3308.0,3541.0,3802.0,3968.0,4161.0,4322.0,4511.0,4726.0,4923.0,5245.0,5615.0,6075.0,6641.0,6755.0,7513.0,9259.0,10991.0,12610.0,14211.0,16227.0,19317.0,21174.0,25813.0,29316.0,29569.0,29754.0,26758.0,25731.0,27392.0,29190.0,26960.0,28297.0,29587.0,32308.0,32645.0,30689.0,34452.0,35864.0,31683.0,32236.0,39270.0,46236.0,38533.0,48892.0,52346.0,61344.0,60057.0,61885.0,68111.0,58176.0,54646.0,52182.0,44373.0,50726.0,55990.0,48016.0,43788.0,48244.0,54680.0,54085.0,50480.0,59462.0,78790.0,66571.0,63608.0
        Fuel oil and other fuels,1593.0,1527.0,1306.0,1127.0,1141.0,1251.0,1269.0,1398.0,1404.0,1299.0,1385.0,1534.0,1658.0,1833.0,1976.0,2024.0,2168.0,2460.0,2922.0,3413.0,3026.0,3342.0,3469.0,3419.0,3402.0,3484.0,3742.0,3876.0,4045.0,4138.0,4009.0,3805.0,3714.0,3719.0,3970.0,4087.0,4381.0,4624.0,4776.0,4657.0,4508.0,4365.0,4497.0,4987.0,6194.0,7719.0,8317.0,9967.0,10883.0,11351.0,14145.0,15209.0,15524.0,14225.0,13375.0,13632.0,13327.0,11139.0,11014.0,11455.0,11723.0,12759.0,12277.0,12143.0,12364.0,12739.0,12995.0,14251.0,13234.0,11568.0,12355.0,15907.0,15500.0,14289.0,17435.0,19357.0,22340.0,23724.0,25627.0,30134.0,23238.0,24579.0,27014.0,24126.0,25955.0,27808.0,21392.0,18385.0,21482.0,24979.0,23796.0,20049.0,24635.0,32903.0,27976.0,26263.0
"  Furnishings, household equipment, and routine household maintenance",6671.0,5537.0,4681.0,3424.0,3221.0,3747.0,4145.0,4960.0,5521.0,4947.0,5481.0,5999.0,7093.0,7436.0,7413.0,7963.0,8940.0,12659.0,15467.0,16789.0,16279.0,18657.0,19717.0,19330.0,20024.0,19919.0,22272.0,23587.0,23930.0,24058.0,25641.0,26179.0,26791.0,28318.0,29829.0,32703.0,34706.0,37838.0,39692.0,43191.0,45381.0,46617.0,48763.0,53519.0,59944.0,64605.0,67805.0,75041.0,84019.0,93595.0,104325.0,110737.0,118284.0,121039.0,132337.0,147103.0,155993.0,168658.0,176892.0,186561.0,197477.0,200559.0,199109.0,209399.0,221891.0,238617.0,251692.0,263723.0,277270.0,297305.0,320621.0,344003.0,353188.0,366310.0,381062.0,406585.0,430127.0,448669.0,454980.0,438742.0,405913.0,410668.0,423666.0,438571.0,453262.0,473749.0,495161.0,511122.0,527940.0,556432.0,575858.0,623986.0,713871.0,759541.0,774712.0,797269.0
"    Furniture, furnishings, and floor coverings\5\",2106.0,1667.0,1441.0,981.0,863.0,996.0,1188.0,1543.0,1651.0,1486.0,1702.0,1872.0,2296.0,2338.0,2409.0,2509.0,2809.0,3955.0,4455.0,4947.0,4804.0,5526.0,5919.0,5995.0,6263.0,6278.0,7192.0,7636.0,7658.0,7667.0,8224.0,8229.0,8297.0,8887.0,9675.0,10938.0,11630.0,12543.0,13036.0,14292.0,15000.0,15073.0,15919.0,18054.0,20497.0,22083.0,22574.0,24830.0,28265.0,31111.0,34462.0,35252.0,36625.0,35943.0,40598.0,45971.0,49164.0,54432.0,58991.0,62095.0,66067.0,65269.0,63768.0,66016.0,69818.0,75148.0,78797.0,83291.0,88426.0,95438.0,104708.0,114450.0,117060.0,122179.0,127434.0,139023.0,149435.0,157814.0,159619.0,144414.0,127392.0,127990.0,130148.0,133641.0,136440.0,142470.0,152518.0,159369.0,165773.0,175239.0,181058.0,193995.0,235379.0,245119.0,246767.0,251804.0
    Household textiles,747.0,604.0,518.0,390.0,397.0,457.0,483.0,601.0,653.0,587.0,696.0,764.0,928.0,1122.0,1323.0,1468.0,1542.0,2027.0,2107.0,2336.0,2337.0,2661.0,2870.0,2661.0,2592.0,2424.0,2592.0,2687.0,2706.0,2630.0,2781.0,2830.0,2950.0,3171.0,3262.0,3599.0,3871.0,4257.0,4479.0,4782.0,4739.0,4669.0,4669.0,4915.0,5445.0,5766.0,6035.0,6549.0,7152.0,7863.0,8696.0,9433.0,10357.0,10842.0,12396.0,14252.0,15577.0,17747.0,19166.0,20089.0,20376.0,20436.0,20545.0,21986.0,23435.0,25571.0,27109.0,28854.0,30130.0,31039.0,32955.0,34243.0,34036.0,34955.0,37528.0,40762.0,43866.0,46112.0,46761.0,45881.0,43825.0,46316.0,49518.0,52738.0,54368.0,56202.0,58362.0,59916.0,61942.0,64732.0,67044.0,74309.0,86817.0,93355.0,97226.0,100482.0
    Household appliances\6\,727.0,638.0,540.0,335.0,392.0,494.0,583.0,693.0,798.0,677.0,735.0,834.0,1090.0,778.0,316.0,217.0,397.0,1704.0,2947.0,3221.0,2921.0,3675.0,3632.0,3598.0,3771.0,3830.0,4226.0,4489.0,4482.0,4319.0,4650.0,4557.0,4566.0,4608.0,4799.0,5176.0,5233.0,5733.0,5992.0,6669.0,7252.0,7656.0,8283.0,9277.0,10220.0,10711.0,10998.0,11992.0,13290.0,14265.0,15700.0,16105.0,16640.0,16142.0,17809.0,19439.0,20938.0,22285.0,22801.0,23793.0,24961.0,24758.0,24446.0,25533.0,26658.0,27712.0,29025.0,29626.0,29783.0,32229.0,35523.0,38217.0,40083.0,42173.0,43966.0,47648.0,50762.0,52988.0,52889.0,52242.0,48785.0,50125.0,51971.0,54535.0,58188.0,60778.0,63531.0,66005.0,68106.0,69775.0,70920.0,77428.0,91293.0,96293.0,96937.0,99646.0
"    Glassware, tableware, and household utensils\7\",640.0,452.0,437.0,412.0,369.0,410.0,413.0,464.0,524.0,481.0,485.0,521.0,635.0,672.0,627.0,659.0,818.0,1279.0,1363.0,1468.0,1419.0,1531.0,1631.0,1592.0,1647.0,1657.0,1765.0,1825.0,1763.0,1734.0,1780.0,1780.0,1800.0,1906.0,1951.0,2182.0,2434.0,2808.0,3022.0,3337.0,3505.0,3561.0,3735.0,4083.0,4715.0,5213.0,5732.0,6511.0,7321.0,8558.0,9537.0,10550.0,11815.0,12809.0,13351.0,14084.0,14397.0,15142.0,15123.0,16271.0,17502.0,18360.0,18537.0,20050.0,21145.0,22766.0,23743.0,24772.0,25682.0,28326.0,31909.0,35274.0,37115.0,39973.0,41322.0,43147.0,44597.0,45523.0,44806.0,41619.0,37432.0,36366.0,35264.0,33463.0,33926.0,34513.0,35906.0,36574.0,37472.0,38947.0,40670.0,44769.0,50618.0,54415.0,56807.0,59085.0
    Tools and equipment for house and garden,160.0,137.0,102.0,74.0,70.0,84.0,89.0,110.0,128.0,117.0,130.0,146.0,182.0,207.0,220.0,248.0,285.0,408.0,472.0,535.0,535.0,612.0,686.0,602.0,557.0,489.0,531.0,567.0,589.0,598.0,654.0,691.0,725.0,804.0,855.0,942.0,1064.0,1226.0,1311.0,1442.0,1530.0,1569.0,1674.0,1845.0,2168.0,2461.0,2772.0,3188.0,3692.0,4209.0,4856.0,5255.0,5706.0,5998.0,6466.0,7039.0,7270.0,7678.0,8123.0,8714.0,9238.0,9693.0,9867.0,10677.0,11492.0,12541.0,13046.0,13643.0,14486.0,15422.0,16378.0,17077.0,17604.0,18077.0,18760.0,20159.0,21020.0,21273.0,20076.0,20098.0,19000.0,19940.0,21752.0,23628.0,26420.0,29442.0,32396.0,35605.0,39150.0,41313.0,42485.0,49535.0,55758.0,60035.0,59896.0,60966.0
    Other household goods and services\8\,2290.0,2038.0,1643.0,1231.0,1129.0,1306.0,1389.0,1548.0,1766.0,1599.0,1733.0,1863.0,1961.0,2319.0,2519.0,2861.0,3088.0,3286.0,4124.0,4282.0,4262.0,4652.0,4979.0,4883.0,5194.0,5241.0,5965.0,6383.0,6732.0,7110.0,7551.0,8092.0,8454.0,8941.0,9286.0,9865.0,10474.0,11270.0,11852.0,12669.0,13355.0,14089.0,14484.0,15345.0,16900.0,18371.0,19693.0,21972.0,24300.0,27589.0,31073.0,34141.0,37140.0,39306.0,41717.0,46317.0,48646.0,51374.0,52688.0,55598.0,59331.0,62043.0,61947.0,65137.0,69342.0,74878.0,79973.0,83536.0,88763.0,94851.0,99148.0,104742.0,107291.0,108954.0,112053.0,115847.0,120449.0,124960.0,130829.0,134489.0,129479.0,129930.0,135013.0,140567.0,143920.0,150345.0,152448.0,153653.0,155497.0,166425.0,173681.0,183950.0,194005.0,210324.0,217079.0,225286.0
  Health,2955.0,2878.0,2620.0,2194.0,2027.0,2197.0,2313.0,2506.0,2675.0,2684.0,2820.0,2979.0,3231.0,3639.0,4044.0,4530.0,4821.0,5919.0,6649.0,7582.0,7899.0,8502.0,9292.0,10144.0,11000.0,11948.0,12754.0,14079.0,15488.0,17125.0,18836.0,20363.0,21827.0,24320.0,26405.0,29801.0,31977.0,34966.0,38408.0,43786.0,50018.0,56849.0,63384.0,70422.0,78680.0,88652.0,102717.0,116759.0,131577.0,149369.0,169876.0,195473.0,228859.0,254922.0,287133.0,315153.0,345323.0,378377.0,419877.0,470722.0,518983.0,583724.0,638374.0,700443.0,741681.0,779896.0,826007.0,868312.0,919880.0,979651.0,1033334.0,1109593.0,1209403.0,1317080.0,1410711.0,1514943.0,1612264.0,1715005.0,1823249.0,1909291.0,1999253.0,2078090.0,2153221.0,2230720.0,2285241.0,2395124.0,2536297.0,2652065.0,2745545.0,2867040.0,3028274.0,2944487.0,3254940.0,3479925.0,3785334.0,4088289.0
"    Medical products, appliances, and equipment",705.0,673.0,608.0,519.0,497.0,568.0,580.0,623.0,694.0,704.0,751.0,787.0,913.0,1060.0,1265.0,1346.0,1425.0,1599.0,1644.0,1820.0,1927.0,2113.0,2418.0,2539.0,2641.0,2661.0,2849.0,3198.0,3522.0,3720.0,4005.0,4332.0,4707.0,5184.0,5427.0,5651.0,5939.0,6288.0,6480.0,7210.0,7959.0,9186.0,9659.0,10580.0,11505.0,12569.0,13717.0,14909.0,15886.0,18167.0,21037.0,23812.0,26946.0,29739.0,34009.0,38677.0,43128.0,48217.0,53866.0,60670.0,67775.0,77523.0,82614.0,87658.0,92873.0,99435.0,106122.0,116246.0,128932.0,147606.0,169745.0,191169.0,212839.0,234208.0,256661.0,276070.0,291731.0,323113.0,345040.0,353945.0,366516.0,378531.0,396075.0,409427.0,421470.0,449664.0,476532.0,487430.0,500239.0,522301.0,555883.0,590322.0,612829.0,660862.0,724889.0,773299.0
      Pharmaceutical and other medical products\9\,540.0,508.0,462.0,401.0,382.0,418.0,424.0,455.0,499.0,517.0,547.0,567.0,648.0,758.0,906.0,958.0,1017.0,1136.0,1173.0,1310.0,1390.0,1536.0,1769.0,1851.0,1924.0,1950.0,2131.0,2401.0,2690.0,2886.0,3167.0,3472.0,3819.0,4127.0,4381.0,4495.0,4677.0,4879.0,5210.0,5744.0,6294.0,7282.0,7720.0,8413.0,9095.0,9868.0,10680.0,11652.0,12371.0,14218.0,16509.0,18740.0,21286.0,23496.0,26872.0,30318.0,33510.0,37207.0,41265.0,45903.0,51906.0,59118.0,65101.0,69561.0,73991.0,79060.0,85109.0,93241.0,103671.0,119792.0,140041.0,159000.0,181006.0,200165.0,220174.0,236326.0,248543.0,276217.0,293399.0,302723.0,315869.0,326131.0,341783.0,354441.0,365379.0,392591.0,417865.0,427961.0,440018.0,458991.0,488829.0,523099.0,532691.0,575126.0,634164.0,677676.0
        Pharmaceutical products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3061.0,3344.0,3681.0,3977.0,4274.0,4366.0,4537.0,4722.0,5089.0,5604.0,6135.0,7086.0,7506.0,8197.0,8858.0,9560.0,10349.0,11320.0,12009.0,13799.0,16051.0,18260.0,20799.0,22988.0,26297.0,29659.0,32774.0,36386.0,40365.0,44929.0,50794.0,57868.0,63756.0,68196.0,72609.0,77692.0,83758.0,91918.0,102346.0,118258.0,138306.0,157050.0,178948.0,198000.0,217773.0,233588.0,245533.0,272831.0,289632.0,298894.0,312084.0,322134.0,337571.0,349897.0,360783.0,387950.0,413045.0,423049.0,435097.0,453754.0,483249.0,517165.0,525832.0,567444.0,625799.0,668973.0
        Other medical products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,128.0,137.0,150.0,107.0,129.0,140.0,157.0,120.0,140.0,159.0,196.0,214.0,216.0,237.0,308.0,332.0,332.0,362.0,419.0,458.0,480.0,486.0,508.0,575.0,659.0,736.0,820.0,899.0,974.0,1112.0,1250.0,1346.0,1365.0,1382.0,1368.0,1351.0,1323.0,1325.0,1534.0,1735.0,1950.0,2058.0,2165.0,2401.0,2739.0,3010.0,3386.0,3767.0,3829.0,3786.0,3996.0,4211.0,4544.0,4596.0,4642.0,4820.0,4912.0,4921.0,5238.0,5580.0,5934.0,6858.0,7682.0,8366.0,8703.0
      Therapeutic appliances and equipment,165.0,165.0,146.0,118.0,115.0,149.0,157.0,168.0,195.0,188.0,204.0,220.0,265.0,302.0,358.0,388.0,408.0,463.0,470.0,510.0,537.0,577.0,649.0,688.0,717.0,711.0,718.0,796.0,832.0,834.0,838.0,860.0,888.0,1057.0,1047.0,1157.0,1263.0,1409.0,1270.0,1466.0,1666.0,1904.0,1939.0,2167.0,2410.0,2702.0,3037.0,3257.0,3514.0,3949.0,4527.0,5072.0,5661.0,6243.0,7136.0,8359.0,9618.0,11011.0,12601.0,14768.0,15869.0,18405.0,17513.0,18097.0,18882.0,20375.0,21013.0,23005.0,25261.0,27814.0,29704.0,32169.0,31833.0,34043.0,36487.0,39743.0,43188.0,46896.0,51641.0,51222.0,50646.0,52401.0,54292.0,54986.0,56091.0,57073.0,58668.0,59469.0,60221.0,63309.0,67054.0,67223.0,80138.0,85736.0,90724.0,95622.0
    Outpatient services,1678.0,1608.0,1418.0,1120.0,1025.0,1111.0,1177.0,1308.0,1364.0,1344.0,1411.0,1497.0,1587.0,1740.0,1827.0,2127.0,2243.0,2900.0,3277.0,3779.0,3815.0,3980.0,4220.0,4604.0,5066.0,5696.0,5961.0,6514.0,7101.0,7871.0,8653.0,9155.0,9617.0,10713.0,11506.0,13528.0,14449.0,15395.0,16279.0,17813.0,19946.0,22305.0,24093.0,26306.0,29856.0,33157.0,38494.0,43353.0,49497.0,54731.0,61533.0,70635.0,83584.0,90694.0,103303.0,115769.0,129444.0,143355.0,164432.0,186188.0,204640.0,232125.0,253768.0,282638.0,297450.0,314562.0,336597.0,351312.0,369146.0,390429.0,407136.0,436625.0,475796.0,514722.0,549955.0,589251.0,624413.0,650665.0,686314.0,723966.0,748426.0,774580.0,802262.0,829839.0,842144.0,881483.0,935234.0,989743.0,1036975.0,1082398.0,1135710.0,1079474.0,1216519.0,1314935.0,1437220.0,1572669.0
      Physician services\10\,962.0,926.0,821.0,663.0,619.0,680.0,733.0,822.0,856.0,835.0,868.0,915.0,960.0,1051.0,1095.0,1325.0,1374.0,1811.0,2124.0,2446.0,2470.0,2575.0,2752.0,3001.0,3285.0,3680.0,3819.0,4190.0,4580.0,5131.0,5533.0,5768.0,5945.0,6529.0,6954.0,8193.0,8559.0,9095.0,10067.0,10948.0,12431.0,14012.0,15344.0,16657.0,18452.0,20398.0,23571.0,25893.0,29728.0,32714.0,37171.0,43271.0,50993.0,55822.0,62858.0,69928.0,77489.0,85370.0,99137.0,112466.0,121895.0,134774.0,144894.0,158661.0,162051.0,168259.0,177849.0,183405.0,190873.0,202021.0,212102.0,229244.0,249300.0,269306.0,291452.0,314240.0,333931.0,348465.0,365689.0,385023.0,397117.0,410519.0,426547.0,441179.0,444846.0,466193.0,496126.0,526519.0,551448.0,571605.0,597058.0,570121.0,634317.0,677080.0,734841.0,793281.0
      Dental services,482.0,463.0,408.0,312.0,276.0,295.0,302.0,331.0,350.0,356.0,386.0,419.0,459.0,505.0,539.0,573.0,620.0,772.0,785.0,910.0,920.0,962.0,1003.0,1110.0,1247.0,1428.0,1532.0,1654.0,1781.0,1897.0,1950.0,2028.0,2115.0,2272.0,2307.0,2685.0,2849.0,3002.0,3387.0,3719.0,4326.0,4872.0,5139.0,5644.0,6592.0,7253.0,8218.0,9250.0,10274.0,11335.0,12281.0,13730.0,16121.0,17370.0,18868.0,20601.0,22569.0,24217.0,26767.0,28414.0,30328.0,32421.0,34082.0,37636.0,39573.0,42224.0,45389.0,47800.0,50931.0,54627.0,58491.0,63573.0,69324.0,75568.0,77817.0,83278.0,87873.0,91505.0,96992.0,101753.0,102047.0,104457.0,105799.0,107155.0,108743.0,112150.0,117392.0,123800.0,129315.0,135713.0,142068.0,118861.0,145696.0,162025.0,172854.0,185735.0
      Paramedical services,235.0,219.0,189.0,145.0,130.0,136.0,142.0,155.0,158.0,153.0,157.0,163.0,168.0,184.0,193.0,230.0,249.0,317.0,368.0,422.0,425.0,443.0,464.0,493.0,534.0,589.0,610.0,670.0,740.0,844.0,1170.0,1359.0,1558.0,1911.0,2245.0,2650.0,3042.0,3298.0,2825.0,3146.0,3189.0,3421.0,3610.0,4004.0,4811.0,5506.0,6705.0,8210.0,9495.0,10682.0,12082.0,13634.0,16471.0,17501.0,21577.0,25241.0,29386.0,33769.0,38528.0,45308.0,52417.0,64931.0,74793.0,86341.0,95826.0,104080.0,113360.0,120107.0,127342.0,133782.0,136542.0,143808.0,157173.0,169848.0,180685.0,191733.0,202608.0,210696.0,223634.0,237189.0,249262.0,259603.0,269916.0,281505.0,288555.0,303140.0,321715.0,339425.0,356212.0,375080.0,396584.0,390492.0,436506.0,475830.0,529526.0,593654.0
        Home health care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10987.0,11999.0,14347.0,18399.0,22086.0,27026.0,31874.0,36662.0,41608.0,44450.0,45667.0,45303.0,43177.0,42801.0,45424.0,47032.0,50307.0,53832.0,57035.0,59392.0,64462.0,68723.0,73625.0,77080.0,81763.0,86439.0,89193.0,93099.0,98062.0,102110.0,107391.0,113602.0,122595.0,122209.0,131131.0,142654.0,161605.0,184378.0
        Medical laboratories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640.0,4596.0,5429.0,6407.0,7344.0,8256.0,8550.0,9129.0,9453.0,10127.0,11445.0,13247.0,14542.0,16910.0,19744.0,21024.0,23011.0,24802.0,26646.0,27927.0,28812.0,31331.0,33440.0,33945.0,34886.0,34977.0,34819.0,35374.0,36440.0,37219.0,38265.0,38073.0,39060.0,41117.0,48236.0,48372.0,48500.0,51092.0
        Other professional medical services\11\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23900.0,28712.0,32642.0,40125.0,45362.0,51059.0,55402.0,58289.0,62298.0,65530.0,70231.0,75232.0,78824.0,84097.0,92004.0,101792.0,107367.0,113099.0,118928.0,123377.0,130360.0,137134.0,142198.0,148578.0,153266.0,160089.0,164543.0,174667.0,187214.0,200096.0,210556.0,223404.0,234929.0,227166.0,257140.0,284804.0,319421.0,358184.0
    Hospital and nursing home services,572.0,597.0,594.0,556.0,506.0,518.0,556.0,575.0,617.0,635.0,658.0,695.0,732.0,840.0,952.0,1057.0,1153.0,1421.0,1728.0,1983.0,2158.0,2409.0,2654.0,3001.0,3293.0,3590.0,3943.0,4367.0,4865.0,5534.0,6179.0,6876.0,7503.0,8423.0,9471.0,10622.0,11588.0,13283.0,15650.0,18763.0,22113.0,25358.0,29632.0,33537.0,37320.0,42926.0,50506.0,58496.0,66194.0,76471.0,87306.0,101025.0,118329.0,134489.0,149822.0,160707.0,172751.0,186804.0,201580.0,223864.0,246568.0,274075.0,301991.0,330147.0,351359.0,365898.0,383288.0,400755.0,421802.0,441616.0,456454.0,481799.0,520768.0,568151.0,604095.0,649622.0,696120.0,741226.0,791895.0,831380.0,884311.0,924979.0,954884.0,991454.0,1021628.0,1063977.0,1124531.0,1174891.0,1208331.0,1262342.0,1336680.0,1274690.0,1425591.0,1504129.0,1623225.0,1742321.0
