category,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"    Membership clubs, sports centers, parks, theaters, and museums",1314.0,1287.0,1209.0,922.0,836.0,905.0,966.0,1086.0,1189.0,1150.0,1172.0,1274.0,1388.0,1613.0,1881.0,2032.0,2249.0,2735.0,2729.0,2692.0,2660.0,2601.0,2628.0,2661.0,2722.0,2886.0,3121.0,3337.0,3190.0,3199.0,3476.0,3799.0,4073.0,4333.0,4566.0,4807.0,5048.0,5442.0,5711.0,6347.0,6926.0,7576.0,8091.0,8628.0,9364.0,10775.0,12105.0,13211.0,14962.0,16623.0,18283.0,20149.0,22611.0,24642.0,27214.0,29383.0,31994.0,33922.0,35800.0,40017.0,45306.0,49734.0,52107.0,57426.0,61232.0,64206.0,69534.0,74606.0,78994.0,83320.0,87287.0,91929.0,94316.0,97512.0,103806.0,110303.0,117938.0,127219.0,137296.0,141788.0,141185.0,146084.0,147204.0,153667.0,161492.0,171425.0,183501.0,196124.0,209734.0,221129.0,233140.0,136065.0,182677.0,244992.0,278202.0,291217.0
      Membership clubs and participant sports centers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.0,1131.0,1262.0,1343.0,1402.0,1432.0,1439.0,1494.0,1546.0,1576.0,1585.0,1609.0,1610.0,1676.0,1901.0,2228.0,2640.0,3080.0,3528.0,3718.0,4049.0,4457.0,4905.0,5461.0,6351.0,7154.0,8648.0,9873.0,11002.0,12142.0,13385.0,14289.0,14973.0,16282.0,16840.0,17474.0,18599.0,20272.0,24329.0,24955.0,25890.0,26391.0,26619.0,27475.0,29294.0,31834.0,34315.0,37352.0,40722.0,41447.0,40208.0,40901.0,41715.0,43789.0,45752.0,47686.0,50494.0,53565.0,56076.0,58096.0,60832.0,43365.0,56433.0,65775.0,74920.0,81457.0
"      Amusements parks, campgrounds, and related recreational services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.0,892.0,991.0,1096.0,1203.0,1310.0,1336.0,1482.0,1605.0,1836.0,2163.0,2529.0,2828.0,3248.0,3763.0,4295.0,4840.0,5349.0,6009.0,6551.0,7334.0,8493.0,9949.0,10549.0,11471.0,11806.0,12844.0,12764.0,13118.0,14934.0,17314.0,19192.0,20047.0,23332.0,24597.0,25729.0,28352.0,29343.0,28362.0,29360.0,29964.0,31122.0,31335.0,30233.0,31393.0,32076.0,33565.0,34989.0,36848.0,38712.0,38218.0,40059.0,41372.0,44260.0,47423.0,51256.0,56707.0,61558.0,66815.0,71203.0,75323.0,46410.0,60382.0,83052.0,88182.0,87191.0
      Admissions to specified spectator amusements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.0,1707.0,1741.0,1806.0,1865.0,1959.0,2162.0,2343.0,2425.0,2779.0,2993.0,3219.0,3409.0,3431.0,3387.0,3868.0,4198.0,4297.0,4868.0,5720.0,6189.0,6390.0,6828.0,7654.0,8343.0,9300.0,9261.0,9967.0,10278.0,11392.0,12875.0,14402.0,15180.0,15739.0,17514.0,18628.0,20085.0,22443.0,23660.0,26060.0,28127.0,30616.0,32310.0,35018.0,37919.0,40812.0,43701.0,48402.0,53573.0,55283.0,56470.0,58654.0,56980.0,58145.0,59856.0,63185.0,66688.0,70977.0,75330.0,80256.0,84338.0,36991.0,52538.0,82368.0,99643.0,106307.0
        Motion picture theaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.0,1045.0,1044.0,1033.0,1029.0,1038.0,1163.0,1219.0,1227.0,1400.0,1507.0,1629.0,1733.0,1744.0,1647.0,2022.0,2197.0,2074.0,2368.0,2752.0,2823.0,2578.0,2721.0,3134.0,3188.0,3421.0,3244.0,3338.0,3443.0,3884.0,4572.0,5136.0,5231.0,4939.0,5056.0,5308.0,5612.0,6099.0,6608.0,7226.0,7948.0,8611.0,8993.0,9597.0,9907.0,9950.0,9741.0,10371.0,10885.0,11113.0,11825.0,12281.0,11362.0,12352.0,12632.0,12691.0,13412.0,13882.0,13282.0,14176.0,13601.0,3298.0,6117.0,10056.0,12131.0,11623.0
"        Live entertainment, excluding sports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,298.0,285.0,304.0,309.0,334.0,339.0,380.0,418.0,420.0,433.0,454.0,454.0,489.0,533.0,597.0,668.0,800.0,918.0,1126.0,1296.0,1520.0,1746.0,1828.0,2093.0,2407.0,2738.0,3346.0,3470.0,3770.0,3799.0,4458.0,4656.0,5167.0,6102.0,6530.0,7040.0,7494.0,7851.0,8742.0,9504.0,10364.0,11104.0,11880.0,13854.0,15903.0,18253.0,20735.0,23647.0,24598.0,25529.0,26693.0,25129.0,24887.0,25048.0,27104.0,29910.0,32405.0,34922.0,36949.0,39388.0,19493.0,25333.0,39474.0,50282.0,53185.0
        Spectator sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.0,364.0,412.0,469.0,527.0,587.0,660.0,744.0,780.0,959.0,1053.0,1136.0,1222.0,1198.0,1207.0,1249.0,1333.0,1423.0,1582.0,1842.0,2070.0,2292.0,2361.0,2692.0,3062.0,3472.0,3279.0,3283.0,3365.0,3738.0,4504.0,4808.0,5293.0,5633.0,6357.0,6790.0,7433.0,8851.0,9202.0,10092.0,10675.0,11642.0,12213.0,13541.0,14158.0,14959.0,15707.0,17296.0,19041.0,19572.0,19116.0,19679.0,20489.0,20905.0,22176.0,23391.0,23365.0,24690.0,27126.0,29131.0,31349.0,14200.0,21088.0,32838.0,37230.0,41499.0
      Museums and libraries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,69.0,79.0,88.0,96.0,107.0,111.0,124.0,135.0,155.0,185.0,218.0,244.0,273.0,313.0,384.0,428.0,485.0,556.0,634.0,710.0,809.0,929.0,977.0,1049.0,1123.0,1241.0,1317.0,1401.0,1548.0,1731.0,1850.0,1906.0,2072.0,2281.0,2375.0,2499.0,2548.0,2643.0,2945.0,3306.0,3800.0,4051.0,4787.0,5199.0,5581.0,6357.0,6476.0,6153.0,6346.0,6289.0,6471.0,7137.0,7474.0,8461.0,9297.0,9613.0,10024.0,11513.0,11574.0,12648.0,9298.0,13324.0,13798.0,15457.0,16263.0
"    Magazines, newspapers, books, and stationery",963.0,885.0,804.0,635.0,620.0,672.0,719.0,787.0,863.0,839.0,903.0,961.0,1071.0,1183.0,1428.0,1597.0,1811.0,2069.0,2217.0,2398.0,2517.0,2631.0,2861.0,3042.0,3231.0,3295.0,3461.0,3606.0,3794.0,3965.0,4207.0,4357.0,4275.0,4725.0,5094.0,5423.0,5743.0,6712.0,6853.0,7356.0,8153.0,9081.0,9278.0,9861.0,10699.0,11560.0,12525.0,13406.0,14867.0,17693.0,20576.0,22840.0,25177.0,26888.0,28886.0,31574.0,32717.0,34341.0,37555.0,41228.0,44109.0,47345.0,48832.0,50281.0,53658.0,58417.0,62467.0,66308.0,69897.0,72772.0,77003.0,80990.0,79791.0,80704.0,81640.0,83658.0,84981.0,86237.0,84801.0,80692.0,75503.0,74818.0,72906.0,69956.0,71377.0,73302.0,74954.0,78827.0,82546.0,87005.0,91720.0,106956.0,122251.0,131213.0,141335.0,150052.0
    Gambling,36.0,35.0,30.0,22.0,22.0,37.0,45.0,51.0,64.0,66.0,66.0,82.0,94.0,98.0,108.0,164.0,192.0,293.0,310.0,315.0,305.0,300.0,320.0,395.0,445.0,444.0,465.0,508.0,543.0,575.0,643.0,700.0,750.0,858.0,930.0,1045.0,1102.0,1176.0,1268.0,1379.0,1518.0,1667.0,1869.0,2177.0,2654.0,3037.0,3447.0,3930.0,4411.0,5182.0,5865.0,6702.0,8427.0,9678.0,11053.0,12564.0,14253.0,15516.0,16938.0,19686.0,21255.0,23660.0,24664.0,28080.0,33277.0,39608.0,45418.0,50291.0,54513.0,55881.0,62341.0,67556.0,69990.0,74057.0,81134.0,89866.0,96091.0,104111.0,109260.0,110723.0,107215.0,109368.0,111455.0,115467.0,120262.0,124574.0,129813.0,135164.0,142270.0,147315.0,147834.0,125218.0,161191.0,177282.0,190809.0,206949.0
"    Pets, pet products, and related services",166.0,153.0,126.0,97.0,97.0,109.0,120.0,136.0,150.0,142.0,144.0,152.0,172.0,198.0,218.0,233.0,253.0,316.0,367.0,392.0,385.0,399.0,446.0,474.0,498.0,522.0,554.0,589.0,632.0,669.0,723.0,838.0,906.0,960.0,1045.0,1318.0,1507.0,1724.0,1846.0,2132.0,2361.0,2711.0,2956.0,3130.0,3737.0,4366.0,4772.0,5506.0,6132.0,6491.0,7200.0,8393.0,9693.0,10309.0,11334.0,12158.0,13484.0,13681.0,14788.0,15960.0,17242.0,18813.0,19623.0,20595.0,22482.0,24935.0,27333.0,30025.0,32489.0,34532.0,37025.0,39650.0,41851.0,44639.0,47925.0,52322.0,57193.0,62559.0,68865.0,72979.0,73714.0,76241.0,80015.0,84347.0,88431.0,93753.0,99318.0,104754.0,110556.0,115423.0,122220.0,134731.0,157049.0,168163.0,182017.0,188832.0
    Photographic goods and services,175.0,155.0,140.0,109.0,99.0,115.0,129.0,152.0,179.0,169.0,178.0,191.0,221.0,238.0,240.0,272.0,309.0,440.0,494.0,530.0,525.0,574.0,638.0,683.0,734.0,763.0,864.0,952.0,1028.0,1090.0,1199.0,1240.0,1269.0,1344.0,1515.0,1691.0,1889.0,2151.0,2372.0,2748.0,3088.0,3314.0,3663.0,4176.0,4904.0,5374.0,5748.0,6654.0,6821.0,7503.0,8353.0,9068.0,9539.0,9940.0,11159.0,12181.0,12906.0,13995.0,15172.0,16087.0,16682.0,16701.0,16619.0,16841.0,17536.0,17995.0,18649.0,18836.0,18567.0,19162.0,19548.0,19721.0,19258.0,18999.0,18958.0,18737.0,17744.0,16721.0,16884.0,16477.0,15277.0,15184.0,14427.0,14420.0,13969.0,14168.0,13983.0,13268.0,13015.0,13114.0,13626.0,12174.0,13792.0,15312.0,17840.0,19262.0
    Package tours\14\,54.0,36.0,29.0,32.0,23.0,28.0,27.0,31.0,31.0,26.0,27.0,25.0,28.0,21.0,25.0,25.0,30.0,28.0,28.0,28.0,25.0,23.0,23.0,23.0,24.0,23.0,24.0,26.0,26.0,26.0,28.0,28.0,32.0,36.0,36.0,39.0,44.0,59.0,87.0,104.0,127.0,147.0,164.0,197.0,241.0,288.0,313.0,379.0,456.0,512.0,627.0,737.0,825.0,950.0,1065.0,1137.0,1395.0,1497.0,1669.0,2167.0,2627.0,3225.0,3365.0,3905.0,4262.0,4805.0,5176.0,5672.0,5709.0,6004.0,6569.0,6702.0,6176.0,5959.0,6253.0,6835.0,7188.0,7518.0,8452.0,9494.0,8751.0,9801.0,9075.0,9723.0,9867.0,10765.0,11771.0,12931.0,15311.0,17368.0,18097.0,8010.0,9706.0,18009.0,21111.0,22183.0
  Education,618.0,630.0,622.0,520.0,447.0,452.0,471.0,505.0,556.0,567.0,574.0,588.0,638.0,725.0,837.0,872.0,897.0,984.0,1154.0,1300.0,1407.0,1499.0,1632.0,1729.0,1842.0,1947.0,2136.0,2369.0,2618.0,2863.0,3108.0,3360.0,3608.0,3951.0,4347.0,4827.0,5465.0,6212.0,6877.0,7720.0,8651.0,9914.0,10853.0,11749.0,13003.0,14202.0,15886.0,17433.0,18809.0,20877.0,22869.0,25443.0,28258.0,30968.0,34349.0,37699.0,41172.0,44486.0,48789.0,54436.0,60571.0,65958.0,70561.0,76442.0,81086.0,86364.0,92304.0,99626.0,107120.0,115244.0,123931.0,134291.0,143615.0,149527.0,159516.0,168997.0,180507.0,193072.0,205998.0,216429.0,226052.0,240315.0,248206.0,250589.0,255988.0,261977.0,269964.0,278969.0,285644.0,293496.0,300770.0,296100.0,313200.0,331633.0,346870.0,360723.0
    Educational books,78.0,67.0,64.0,39.0,38.0,42.0,46.0,52.0,61.0,56.0,57.0,59.0,64.0,73.0,92.0,114.0,131.0,149.0,134.0,147.0,158.0,170.0,196.0,199.0,210.0,204.0,219.0,241.0,249.0,259.0,275.0,288.0,306.0,325.0,357.0,407.0,417.0,466.0,468.0,509.0,583.0,737.0,751.0,743.0,778.0,827.0,940.0,957.0,1100.0,1346.0,1546.0,1746.0,1986.0,2175.0,2508.0,2913.0,3235.0,3646.0,4246.0,4645.0,4923.0,5298.0,5404.0,5641.0,6054.0,6484.0,6802.0,7007.0,7335.0,7855.0,8563.0,9043.0,9230.0,9702.0,9854.0,9877.0,9774.0,9666.0,9422.0,9592.0,9516.0,9819.0,9717.0,9549.0,9095.0,8861.0,8561.0,8569.0,8203.0,7844.0,7552.0,6404.0,7788.0,8094.0,8296.0,8501.0
    Higher education,235.0,259.0,266.0,238.0,213.0,220.0,228.0,238.0,247.0,252.0,259.0,269.0,277.0,297.0,330.0,354.0,362.0,418.0,537.0,599.0,652.0,679.0,713.0,746.0,788.0,840.0,919.0,1020.0,1142.0,1262.0,1374.0,1495.0,1639.0,1811.0,2004.0,2297.0,2727.0,3124.0,3466.0,3931.0,4457.0,5188.0,5889.0,6487.0,7107.0,7637.0,8170.0,8861.0,9640.0,10258.0,11409.0,12862.0,14767.0,17007.0,18806.0,20533.0,22260.0,24130.0,26097.0,28465.0,31516.0,34742.0,38400.0,42334.0,45449.0,48628.0,51912.0,56361.0,61261.0,66027.0,70774.0,76776.0,82917.0,86986.0,94981.0,102481.0,110853.0,119676.0,128285.0,135278.0,144297.0,154979.0,161111.0,163218.0,166691.0,169282.0,173152.0,177279.0,180589.0,183459.0,187047.0,188017.0,190430.0,197190.0,202524.0,206341.0
"    Nursery, elementary, and secondary schools",125.0,132.0,147.0,125.0,97.0,96.0,96.0,110.0,135.0,150.0,153.0,157.0,165.0,177.0,191.0,212.0,239.0,220.0,265.0,311.0,332.0,362.0,406.0,443.0,482.0,523.0,575.0,640.0,717.0,794.0,886.0,989.0,1118.0,1242.0,1352.0,1449.0,1565.0,1693.0,1820.0,1993.0,2193.0,2439.0,2656.0,2929.0,3327.0,3868.0,4356.0,4638.0,4808.0,5620.0,6014.0,6652.0,7021.0,7182.0,7949.0,8705.0,9450.0,9969.0,10904.0,11864.0,13570.0,14849.0,15620.0,16679.0,17297.0,18112.0,19170.0,20086.0,20706.0,21487.0,22770.0,24124.0,25687.0,26856.0,27696.0,28564.0,29559.0,31003.0,32758.0,34180.0,34967.0,35572.0,35884.0,36496.0,37837.0,38951.0,41178.0,44184.0,45787.0,48152.0,49430.0,48934.0,54207.0,57473.0,60021.0,63042.0
    Commercial and vocational schools\15\,180.0,172.0,146.0,118.0,99.0,95.0,100.0,104.0,113.0,109.0,106.0,104.0,131.0,178.0,224.0,192.0,165.0,198.0,218.0,243.0,265.0,288.0,317.0,340.0,363.0,380.0,423.0,469.0,510.0,548.0,572.0,589.0,545.0,574.0,634.0,674.0,756.0,929.0,1123.0,1287.0,1419.0,1549.0,1557.0,1589.0,1792.0,1870.0,2420.0,2977.0,3261.0,3653.0,3900.0,4184.0,4484.0,4604.0,5086.0,5548.0,6226.0,6740.0,7542.0,9461.0,10562.0,11068.0,11137.0,11788.0,12287.0,13140.0,14420.0,16172.0,17818.0,19876.0,21823.0,24347.0,25781.0,25984.0,26985.0,28075.0,30321.0,32728.0,35533.0,37378.0,37272.0,39944.0,41495.0,41326.0,42364.0,44883.0,47074.0,48937.0,51065.0,54040.0,56741.0,52745.0,60774.0,68876.0,76029.0,82838.0
  Food services and accommodations,3422.0,3273.0,2954.0,2439.0,2127.0,2602.0,3006.0,3422.0,4020.0,3864.0,4121.0,4412.0,5347.0,6878.0,9143.0,10888.0,12657.0,12687.0,12465.0,12605.0,12397.0,12738.0,14960.0,16027.0,16475.0,16611.0,16989.0,17687.0,18481.0,18667.0,19738.0,20484.0,20964.0,22257.0,23306.0,24878.0,27181.0,29635.0,30957.0,34594.0,37461.0,41624.0,43797.0,48886.0,54832.0,60614.0,68821.0,77801.0,85665.0,97104.0,110921.0,121721.0,133916.0,142508.0,153550.0,164916.0,174299.0,186687.0,204379.0,225847.0,242597.0,262735.0,273395.0,286312.0,298406.0,308298.0,316136.0,326558.0,343427.0,361836.0,380331.0,408781.0,419664.0,436311.0,462716.0,498229.0,533632.0,570600.0,601498.0,620152.0,612688.0,635671.0,669465.0,704928.0,732649.0,776811.0,833353.0,870522.0,913232.0,960699.0,1006392.0,823957.0,1048313.0,1235858.0,1362481.0,1428965.0
    Food services,3168.0,3033.0,2739.0,2262.0,1971.0,2433.0,2824.0,3221.0,3799.0,3639.0,3887.0,4166.0,5081.0,6603.0,8815.0,10527.0,12256.0,12244.0,11884.0,12050.0,11848.0,12168.0,14330.0,15348.0,15743.0,15833.0,16162.0,16791.0,17494.0,17674.0,18660.0,19310.0,19740.0,20906.0,21815.0,23277.0,25382.0,27686.0,28767.0,32128.0,34736.0,38589.0,40728.0,45014.0,50509.0,55905.0,63531.0,71615.0,78783.0,89238.0,101668.0,111466.0,122022.0,129826.0,139698.0,148776.0,156205.0,167450.0,182348.0,201641.0,216669.0,235116.0,244187.0,254140.0,265708.0,273396.0,279586.0,286661.0,298532.0,314619.0,330526.0,353822.0,367569.0,383059.0,404589.0,432059.0,458107.0,486255.0,509596.0,523886.0,520020.0,537086.0,563908.0,591485.0,613588.0,648596.0,695704.0,728989.0,763552.0,803890.0,844700.0,736030.0,923592.0,1062707.0,1169630.0,1230773.0
      Purchased meals and beverages\16\,2911.0,2788.0,2541.0,2102.0,1816.0,2248.0,2610.0,2985.0,3528.0,3392.0,3633.0,3888.0,4611.0,5670.0,7138.0,8129.0,9503.0,10895.0,10861.0,11029.0,10848.0,11092.0,12698.0,13579.0,14093.0,14355.0,14870.0,15593.0,16276.0,16430.0,17454.0,18101.0,18459.0,19567.0,20465.0,21903.0,23897.0,25917.0,26823.0,30155.0,32683.0,36524.0,38740.0,43004.0,48337.0,53183.0,60363.0,68006.0,75034.0,84967.0,96740.0,105929.0,115851.0,123279.0,133273.0,142393.0,149978.0,161472.0,176606.0,195568.0,210214.0,228346.0,237257.0,247054.0,258399.0,265877.0,271808.0,278675.0,290322.0,306196.0,321821.0,344894.0,358434.0,373590.0,394363.0,421183.0,445973.0,472333.0,494869.0,508872.0,504423.0,521781.0,547129.0,574351.0,595722.0,629542.0,674869.0,705855.0,738851.0,778033.0,818069.0,712214.0,897919.0,1033173.0,1137144.0,1195899.0
      Food furnished to employees (including military),257.0,245.0,198.0,160.0,155.0,185.0,214.0,236.0,271.0,247.0,254.0,278.0,470.0,933.0,1677.0,2398.0,2753.0,1349.0,1023.0,1021.0,1000.0,1076.0,1632.0,1769.0,1650.0,1478.0,1292.0,1198.0,1218.0,1244.0,1206.0,1209.0,1281.0,1339.0,1350.0,1374.0,1485.0,1769.0,1944.0,1973.0,2053.0,2065.0,1988.0,2010.0,2172.0,2722.0,3168.0,3609.0,3749.0,4271.0,4928.0,5537.0,6171.0,6547.0,6426.0,6383.0,6228.0,5978.0,5742.0,6073.0,6456.0,6770.0,6929.0,7086.0,7310.0,7519.0,7779.0,7986.0,8211.0,8423.0,8705.0,8928.0,9135.0,9470.0,10226.0,10876.0,12135.0,13922.0,14727.0,15014.0,15597.0,15305.0,16779.0,17134.0,17866.0,19054.0,20836.0,23134.0,24701.0,25857.0,26632.0,23816.0,25672.0,29535.0,32486.0,34874.0
    Accommodations\17\,254.0,240.0,215.0,177.0,156.0,169.0,182.0,201.0,221.0,225.0,234.0,246.0,266.0,275.0,328.0,361.0,401.0,443.0,581.0,555.0,549.0,570.0,630.0,679.0,732.0,778.0,827.0,896.0,987.0,993.0,1078.0,1175.0,1224.0,1351.0,1491.0,1601.0,1799.0,1949.0,2190.0,2466.0,2725.0,3035.0,3069.0,3872.0,4323.0,4709.0,5290.0,6186.0,6882.0,7866.0,9253.0,10255.0,11893.0,12682.0,13851.0,16140.0,18094.0,19237.0,22031.0,24206.0,25927.0,27619.0,29208.0,32173.0,32698.0,34902.0,36550.0,39897.0,44895.0,47217.0,49804.0,54960.0,52094.0,53251.0,58127.0,66170.0,75525.0,84345.0,91902.0,96266.0,92668.0,98585.0,105557.0,113443.0,119061.0,128215.0,137649.0,141533.0,149680.0,156809.0,161692.0,87927.0,124721.0,173151.0,192850.0,198192.0
  Financial services and insurance,2906.0,2594.0,2203.0,1877.0,1921.0,1825.0,2068.0,2245.0,2380.0,2250.0,2294.0,2367.0,2480.0,2565.0,2840.0,2973.0,3186.0,3671.0,4119.0,4555.0,4760.0,5438.0,6169.0,6561.0,7500.0,8292.0,9196.0,9954.0,10614.0,11152.0,12107.0,13155.0,14274.0,14800.0,15464.0,17183.0,18788.0,20596.0,22117.0,25198.0,27654.0,30107.0,33086.0,37060.0,39936.0,44071.0,51812.0,56755.0,65092.0,76714.0,83557.0,91659.0,98450.0,113680.0,140975.0,150756.0,178247.0,187675.0,189530.0,202930.0,222319.0,230757.0,250083.0,276995.0,314000.0,327912.0,347000.0,372083.0,408884.0,446059.0,484588.0,541925.0,529302.0,539046.0,574199.0,619316.0,676845.0,719530.0,762695.0,777456.0,720512.0,767987.0,811064.0,830923.0,870808.0,925569.0,976831.0,996140.0,1073212.0,1130866.0,1134965.0,1152896.0,1264368.0,1324622.0,1425800.0,1560423.0
    Financial services,1728.0,1386.0,1043.0,790.0,841.0,689.0,802.0,935.0,974.0,854.0,841.0,865.0,885.0,915.0,1090.0,1143.0,1295.0,1573.0,1621.0,1775.0,1820.0,2184.0,2319.0,2406.0,2825.0,3288.0,3804.0,4131.0,4291.0,4558.0,5276.0,5659.0,6318.0,6385.0,6636.0,7490.0,8177.0,9247.0,10363.0,11764.0,13280.0,14377.0,16015.0,17661.0,18757.0,21827.0,27924.0,29707.0,33063.0,39220.0,43124.0,47799.0,50589.0,59413.0,82260.0,84222.0,105200.0,114879.0,117443.0,117536.0,122563.0,119020.0,126244.0,143733.0,166071.0,178776.0,193503.0,213538.0,239462.0,265579.0,295097.0,335668.0,317640.0,323757.0,343150.0,371354.0,404660.0,441491.0,474544.0,491339.0,452187.0,479033.0,506145.0,534255.0,563292.0,586748.0,622098.0,638035.0,674648.0,695601.0,712837.0,726823.0,809866.0,851293.0,935202.0,1041536.0
      Financial services furnished without payment,855.0,775.0,614.0,465.0,398.0,379.0,454.0,514.0,559.0,513.0,513.0,557.0,584.0,631.0,683.0,713.0,753.0,959.0,1058.0,1116.0,1159.0,1302.0,1412.0,1529.0,1911.0,2067.0,2395.0,2690.0,2772.0,2760.0,3120.0,3503.0,3638.0,3752.0,3777.0,4348.0,4641.0,5129.0,5653.0,6418.0,8265.0,9958.0,10760.0,11897.0,13567.0,16778.0,21868.0,22547.0,25470.0,30251.0,32910.0,34308.0,35111.0,40035.0,57831.0,58460.0,74456.0,76396.0,74791.0,76637.0,76290.0,70537.0,71735.0,81452.0,93626.0,104979.0,111609.0,119503.0,132109.0,140603.0,146165.0,161044.0,154567.0,155601.0,169188.0,184853.0,203270.0,217155.0,230774.0,233521.0,204435.0,226033.0,233097.0,236148.0,250031.0,264153.0,299606.0,314861.0,341069.0,354021.0,360614.0,356567.0,389233.0,436699.0,504831.0,565522.0
"      Financial service charges, fees, and commissions",873.0,611.0,429.0,325.0,443.0,310.0,348.0,421.0,415.0,340.0,329.0,309.0,301.0,285.0,408.0,430.0,543.0,614.0,563.0,659.0,660.0,882.0,907.0,877.0,914.0,1221.0,1409.0,1441.0,1519.0,1798.0,2156.0,2156.0,2680.0,2633.0,2859.0,3142.0,3536.0,4118.0,4711.0,5346.0,5015.0,4419.0,5255.0,5764.0,5190.0,5049.0,6056.0,7160.0,7593.0,8969.0,10214.0,13491.0,15478.0,19378.0,24428.0,25762.0,30745.0,38483.0,42652.0,40900.0,46273.0,48483.0,54509.0,62281.0,72445.0,73797.0,81894.0,94036.0,107352.0,124977.0,148932.0,174624.0,163073.0,168155.0,173963.0,186501.0,201391.0,224336.0,243770.0,257818.0,247752.0,253000.0,273048.0,298107.0,313261.0,322595.0,322492.0,323175.0,333579.0,341580.0,352222.0,370256.0,420634.0,414593.0,430370.0,476014.0
    Insurance,1178.0,1209.0,1161.0,1087.0,1079.0,1136.0,1265.0,1310.0,1407.0,1397.0,1453.0,1502.0,1595.0,1650.0,1750.0,1830.0,1891.0,2098.0,2498.0,2780.0,2941.0,3253.0,3850.0,4155.0,4675.0,5004.0,5392.0,5823.0,6323.0,6595.0,6831.0,7496.0,7956.0,8416.0,8827.0,9693.0,10611.0,11349.0,11754.0,13434.0,14374.0,15730.0,17071.0,19399.0,21179.0,22245.0,23888.0,27048.0,32029.0,37494.0,40433.0,43859.0,47861.0,54267.0,58715.0,66534.0,73047.0,72796.0,72087.0,85394.0,99756.0,111737.0,123838.0,133262.0,147928.0,149135.0,153496.0,158544.0,169422.0,180480.0,189491.0,206258.0,211662.0,215289.0,231049.0,247962.0,272185.0,278039.0,288151.0,286117.0,268326.0,288954.0,304919.0,296669.0,307516.0,338821.0,354733.0,358105.0,398564.0,435265.0,422128.0,426072.0,454501.0,473329.0,490598.0,518887.0
      Life insurance\18\,870.0,897.0,879.0,849.0,843.0,870.0,969.0,976.0,1019.0,996.0,1008.0,1023.0,1034.0,1019.0,1069.0,1101.0,1087.0,1174.0,1410.0,1532.0,1596.0,1753.0,1907.0,1958.0,2099.0,2208.0,2430.0,2788.0,3032.0,3222.0,3153.0,3553.0,3712.0,3887.0,4128.0,4631.0,5145.0,5318.0,5362.0,5885.0,6258.0,6885.0,6933.0,7501.0,8398.0,9055.0,10037.0,11883.0,13302.0,15312.0,16912.0,19054.0,20470.0,22808.0,23498.0,25026.0,28304.0,28751.0,28091.0,33483.0,38578.0,42312.0,51781.0,53610.0,59192.0,54612.0,54340.0,52030.0,55171.0,55982.0,56936.0,64975.0,61949.0,58796.0,60397.0,72143.0,79035.0,84092.0,87475.0,86732.0,77966.0,78348.0,82326.0,81686.0,82083.0,85844.0,88279.0,74796.0,93061.0,96050.0,93324.0,91784.0,100023.0,109948.0,119389.0,127570.0
      Net household insurance\19\,20.0,19.0,18.0,16.0,15.0,16.0,17.0,19.0,21.0,21.0,22.0,23.0,26.0,30.0,36.0,43.0,49.0,51.0,57.0,62.0,63.0,68.0,76.0,82.0,89.0,94.0,101.0,109.0,115.0,121.0,142.0,166.0,185.0,201.0,212.0,222.0,227.0,227.0,252.0,274.0,300.0,341.0,389.0,444.0,501.0,570.0,617.0,696.0,844.0,1021.0,1174.0,1284.0,1338.0,1421.0,1508.0,1623.0,1706.0,1861.0,2124.0,2421.0,2552.0,2478.0,2441.0,2296.0,2310.0,2502.0,2633.0,2895.0,2903.0,3358.0,3588.0,3835.0,4188.0,4267.0,4928.0,5758.0,6171.0,6107.0,7435.0,7920.0,7078.0,7309.0,7531.0,7427.0,8324.0,9960.0,11087.0,12073.0,12707.0,12670.0,13767.0,14341.0,14435.0,15272.0,16782.0,18286.0
